CaseDate,TotalApproved
2023-01-07,2
2023-01-09,13
2023-01-10,38
2023-01-11,29
2023-01-12,8
2023-01-13,8
2023-01-14,2
2023-01-15,2
2023-01-06,6
2023-01-17,4
2023-01-18,19
2023-01-20,8
2023-01-21,1
2023-01-22,2
2023-01-23,2
2023-01-24,3
2023-01-25,4
2023-01-26,6
2023-01-27,5
2023-01-28,3
2023-01-29,3
2023-01-31,1
2023-02-02,5
2023-02-03,2
2023-02-04,6
2023-02-05,6
2023-02-08,1
2023-02-13,3
2023-02-15,1
2023-02-16,1
2023-02-17,2
2023-02-18,1
2023-02-20,5
2023-02-22,1
2023-02-23,2
2023-02-25,1
2023-02-26,4
2023-02-28,2
2023-03-04,1
2023-03-14,1
2023-03-20,1
2023-04-03,1
2023-04-20,2
2023-05-01,1
2023-05-09,2
2023-05-10,2
2023-05-12,2
2023-05-14,14
2023-05-16,1
2023-05-24,2
2023-05-25,1
