CaseDate,TotalApproved
2023-01-06,7
2023-01-07,1
2023-01-08,1
2023-01-10,3
2023-01-11,12
2023-01-12,3
2023-01-13,5
2023-01-14,5
2023-01-18,1
2023-01-19,3
2023-01-20,4
2023-01-24,2
2023-01-25,2
2023-01-26,4
2023-01-28,1
2023-01-29,3
2023-01-31,7
2023-02-03,1
2023-02-05,2
2023-02-06,2
2023-02-09,1
2023-02-13,1
2023-02-14,3
2023-02-17,1
2023-02-18,10
2023-02-25,2
2023-02-26,1
2023-03-06,2
2023-03-14,1
2023-03-28,1
2023-04-07,2
2023-04-25,1
2023-04-27,1
2023-05-06,1
2023-05-22,2
2023-05-24,7
2023-06-28,2
2023-07-08,2
2023-07-21,3
2023-07-23,3
2023-07-27,3
2023-08-11,2
2023-09-16,1
2023-10-02,1
2023-10-18,1
2023-11-27,3
2023-12-18,1
