CaseDate,TotalApproved
2023-01-06,3
2023-01-07,2
2023-01-09,2
2023-01-10,3
2023-01-11,10
2023-01-12,23
2023-01-13,5
2023-01-14,4
2023-01-15,8
2023-01-16,2
2023-01-17,6
2023-01-19,3
2023-01-20,9
2023-01-21,2
2023-01-22,2
2023-01-27,3
2023-01-28,2
2023-01-29,1
2023-01-30,6
2023-01-31,2
2023-02-02,11
2023-02-04,8
2023-02-07,1
2023-02-10,1
2023-02-11,9
2023-02-12,3
2023-02-13,1
2023-02-15,2
2023-02-18,2
2023-02-19,1
2023-02-20,1
2023-02-22,1
2023-02-23,1
2023-02-26,3
2023-02-27,2
2023-03-07,1
2023-03-14,4
2023-03-26,5
2023-04-05,1
2023-04-11,1
2023-04-25,1
2023-05-18,3
2023-06-06,2
2023-06-25,1
2023-07-02,2
2023-07-04,3
2023-07-27,1
2023-07-28,2
2023-07-30,4
2023-07-31,1
2023-08-16,3
2023-09-22,1
2023-10-19,2
2023-11-06,1
2023-11-29,3
2023-12-13,1
2023-12-25,1
2023-01-02,1
