CaseDate,TotalApproved
2023-01-06,1
2023-01-08,1
2023-01-10,1
2023-01-11,4
2023-01-12,86
2023-01-13,9
2023-01-14,2
2023-01-15,3
2023-01-16,2
2023-01-19,2
2023-01-22,3
2023-01-23,1
2023-01-24,1
2023-01-26,5
2023-01-28,1
2023-01-30,1
2023-02-03,1
2023-02-05,1
2023-02-06,1
2023-02-10,2
2023-02-11,3
2023-02-15,4
2023-02-19,1
2023-02-21,2
2023-02-26,5
2023-02-28,3
2023-03-04,2
2023-03-06,1
2023-03-08,1
2023-04-20,2
2023-05-11,2
2023-06-16,1
2023-06-23,1
2023-07-14,3
2023-08-16,1
2023-09-17,1
2023-09-18,2
2023-10-12,1
2023-11-25,1
2023-12-04,1
2023-12-09,2
2023-02-20,1
