CaseDate,TotalApproved
2023-01-07,1
2023-01-09,4
2023-01-10,6
2023-01-11,31
2023-01-12,3
2023-01-13,1
2023-01-14,2
2023-01-16,2
2023-01-17,2
2023-01-20,1
2023-01-23,4
2023-01-25,2
2023-01-26,3
2023-01-28,2
2023-01-29,3
2023-01-31,1
2023-02-02,1
2023-02-04,4
2023-02-07,8
2023-02-10,7
2023-02-11,2
2023-02-13,5
2023-02-18,2
2023-02-21,1
2023-02-24,2
2023-02-27,2
2023-03-05,3
2023-03-17,1
2023-04-05,2
2023-05-18,2
2023-05-28,2
2023-06-18,3
2023-07-06,2
2023-08-07,1
2023-09-11,1
2023-09-24,1
2023-10-30,2
2023-11-11,1
