CaseDate,TotalApproved
2023-01-07,2
2023-01-09,1
2023-01-12,6
2023-01-13,7
2023-01-14,69
2023-01-15,9
2023-01-16,4
2023-01-17,3
2023-01-19,1
2023-01-20,3
2023-01-21,1
2023-01-22,1
2023-01-23,4
2023-01-24,1
2023-01-28,3
2023-01-29,1
2023-02-02,1
2023-02-10,2
2023-02-11,1
2023-02-17,1
2023-02-19,2
2023-02-25,2
2023-02-27,1
2023-03-01,1
2023-03-06,1
2023-03-07,1
2023-03-12,3
2023-03-16,1
2023-03-30,1
2023-04-11,2
2023-04-13,1
2023-05-10,1
2023-05-13,1
2023-05-18,1
2023-05-31,1
2023-06-04,1
2023-06-16,1
2023-06-21,1
2023-07-05,1
2023-09-10,1
2023-09-24,1
2023-11-14,1
2023-11-22,3
2023-11-26,1
2023-12-18,1
2024-01-16,1
2024-02-02,1
2024-03-31,1
2024-04-01,1
