CaseDate,TotalApproved
2023-01-08,1
2023-01-09,1
2023-01-10,3
2023-01-11,10
2023-01-12,20
2023-01-15,14
2023-01-16,1
2023-01-17,1
2023-01-18,1
2023-01-19,2
2023-01-20,8
2023-01-21,1
2023-01-22,5
2023-01-23,1
2023-01-26,2
2023-01-29,1
2023-01-31,1
2023-02-04,5
2023-02-05,2
2023-02-06,2
2023-02-11,1
2023-02-18,3
2023-02-23,2
2023-02-24,14
2023-02-28,3
2023-03-02,2
2023-03-09,1
2023-03-10,2
2023-03-16,2
2023-03-21,2
2023-03-23,1
2023-03-26,2
2023-04-08,2
2023-04-11,1
2023-04-27,2
2023-05-01,3
2023-05-29,1
2023-05-31,1
2023-06-02,1
2023-06-04,2
2023-06-10,3
2023-06-22,1
2023-07-11,1
