CaseDate,TotalApproved
2023-01-06,4
2023-01-10,6
2023-01-11,9
2023-01-12,4
2023-01-13,1
2023-01-14,3
2023-01-15,2
2023-01-16,4
2023-01-17,1
2023-01-18,2
2023-01-19,1
2023-01-20,2
2023-01-21,1
2023-01-22,2
2023-01-23,2
2023-01-24,1
2023-01-25,5
2023-01-28,7
2023-01-29,2
2023-01-30,2
2023-02-01,1
2023-02-02,1
2023-02-04,7
2023-02-06,1
2023-02-08,2
2023-02-10,2
2023-02-11,2
2023-02-13,1
2023-02-16,2
2023-02-18,1
2023-02-19,2
2023-02-23,1
2023-02-26,3
2023-03-07,2
2023-03-11,4
2023-03-12,1
2023-03-17,1
2023-03-31,7
2023-04-10,1
2023-04-16,2
2023-04-22,1
2023-05-11,1
2023-05-17,1
2023-06-03,1
2023-06-18,2
2023-06-23,2
2023-07-17,2
2023-07-24,1
2023-07-26,1
2023-08-02,1
2023-08-03,1
2023-08-05,1
2023-08-06,3
2023-08-17,1
2023-09-27,1
2023-11-18,2
2023-12-28,1
