CaseDate,TotalApproved
2023-01-07,2
2023-01-08,1
2023-01-10,4
2023-01-11,43
2023-01-12,10
2023-01-13,8
2023-01-14,5
2023-01-16,2
2023-01-17,4
2023-01-18,1
2023-01-19,2
2023-01-20,3
2023-01-21,1
2023-01-22,1
2023-01-24,4
2023-01-25,1
2023-01-26,1
2023-01-27,5
2023-02-02,1
2023-02-03,2
2023-02-04,1
2023-02-05,1
2023-02-13,4
2023-02-16,4
2023-02-17,5
2023-02-20,5
2023-02-21,5
2023-02-28,2
2023-03-02,1
2023-03-03,1
2023-03-06,9
2023-03-07,1
2023-03-15,1
2023-03-16,2
2023-03-21,3
2023-04-01,1
2023-04-04,2
2023-04-12,1
2023-05-08,3
2023-05-29,1
2023-06-03,8
2023-07-02,2
2023-07-18,1
2023-07-19,3
2023-07-21,3
2023-07-30,2
2023-09-03,1
2023-09-18,1
2023-10-10,1
2023-10-27,4
2023-11-01,1
