CaseDate,TotalApproved
2023-01-06,1
2023-01-08,1
2023-01-10,6
2023-01-11,46
2023-01-12,9
2023-01-13,3
2023-01-14,3
2023-01-15,4
2023-01-17,1
2023-01-19,5
2023-01-20,1
2023-01-23,3
2023-01-24,1
2023-01-25,3
2023-01-28,4
2023-01-31,5
2023-02-01,1
2023-02-03,5
2023-02-04,6
2023-02-05,2
2023-02-06,1
2023-02-08,2
2023-02-13,6
2023-02-15,1
2023-02-17,3
2023-02-18,2
2023-02-21,2
2023-02-26,2
2023-03-02,1
2023-03-05,3
2023-03-13,2
2023-03-16,4
2023-03-19,3
2023-03-20,4
2023-03-21,2
2023-03-31,1
2023-04-05,1
2023-04-11,1
2023-04-23,2
2023-04-30,5
2023-05-08,1
2023-05-20,1
2023-05-25,1
2023-06-23,1
2023-07-06,1
2023-07-08,1
2023-07-13,1
2023-08-13,1
2023-09-04,1
