CaseDate,TotalApproved
2023-01-08,1
2023-01-13,3
2023-01-14,5
2023-01-15,6
2023-01-16,55
2023-01-17,8
2023-01-18,4
2023-01-22,1
2023-01-24,2
2023-01-25,1
2023-01-26,11
2023-01-27,2
2023-01-30,4
2023-02-02,1
2023-02-04,1
2023-02-11,1
2023-02-16,1
2023-02-17,4
2023-02-22,2
2023-02-24,1
2023-02-27,1
2023-03-03,1
2023-03-11,1
2023-03-29,1
2023-04-01,1
2023-04-05,1
2023-04-10,1
2023-04-19,1
2023-05-07,1
2023-05-08,2
2023-05-17,1
2023-06-02,4
2023-06-19,1
2023-06-23,1
2023-07-22,2
2023-07-23,1
2023-09-04,1
2023-09-27,1
2023-10-21,2
2023-11-20,1
2023-12-13,1
2023-12-19,1
2024-01-04,2
2024-01-21,1
2024-02-02,1
2024-02-11,1
2024-03-30,1
2024-04-19,2
2024-05-15,1
2024-06-02,1
