CaseDate,TotalApproved
2023-01-06,1
2023-01-11,1
2023-01-15,8
2023-01-16,86
2023-01-17,5
2023-01-18,3
2023-01-19,1
2023-01-21,2
2023-01-26,5
2023-01-29,1
2023-02-01,1
2023-02-07,1
2023-02-10,1
2023-02-15,5
2023-02-17,3
2023-02-19,1
2023-02-21,1
2023-02-22,1
2023-03-02,1
2023-03-05,1
2023-03-13,2
2023-04-01,1
2023-04-09,1
2023-04-14,2
2023-04-22,2
2023-04-25,1
2023-05-11,2
2023-05-18,1
2023-05-21,1
2023-06-04,1
2023-07-01,1
2023-07-26,1
2023-08-19,3
2023-10-08,1
2023-10-30,1
2023-10-31,1
2023-11-12,1
2023-11-24,2
2024-02-03,3
2024-04-04,1
2024-05-15,1
