CaseDate,TotalApproved
2023-01-06,1
2023-01-09,2
2023-01-10,8
2023-01-11,31
2023-01-12,23
2023-01-13,3
2023-01-16,4
2023-01-18,2
2023-01-20,4
2023-01-23,7
2023-01-24,6
2023-01-28,1
2023-01-30,1
2023-02-01,1
2023-02-04,4
2023-02-07,1
2023-02-08,2
2023-02-09,1
2023-02-11,2
2023-02-17,2
2023-02-22,5
2023-02-24,6
2023-02-25,1
2023-02-28,2
2023-03-01,1
2023-03-04,1
2023-03-22,3
2023-03-31,1
2023-04-11,2
2023-04-14,1
2023-04-15,1
2023-05-22,1
2023-06-16,1
2023-07-06,1
2023-07-14,1
2023-07-16,5
2023-07-17,6
2023-07-18,2
2023-09-15,1
2023-10-09,1
2023-11-07,1
2023-11-08,1
