CaseDate,TotalApproved
2023-01-06,1
2023-01-08,2
2023-01-10,5
2023-01-11,7
2023-01-12,7
2023-01-16,2
2023-01-18,1
2023-01-19,2
2023-01-20,1
2023-01-24,4
2023-01-25,7
2023-01-28,6
2023-01-30,2
2023-01-31,1
2023-02-02,1
2023-02-07,1
2023-02-12,3
2023-02-13,4
2023-02-17,1
2023-02-18,3
2023-02-21,7
2023-02-22,1
2023-03-03,1
2023-03-09,4
2023-03-21,1
2023-04-03,2
2023-04-13,6
2023-04-29,3
2023-05-17,4
2023-05-26,2
2023-06-05,1
2023-06-17,7
2023-06-28,1
2023-07-16,2
2023-07-22,1
2023-08-07,1
2023-08-28,1
2023-09-01,1
2023-10-02,1
2023-10-15,1
2023-11-04,1
