CaseDate,TotalApproved
2023-01-06,1
2023-01-09,1
2023-01-10,1
2023-01-11,2
2023-01-12,26
2023-01-13,68
2023-01-14,9
2023-01-15,2
2023-01-17,2
2023-01-18,1
2023-01-22,2
2023-01-26,7
2023-01-28,3
2023-02-05,2
2023-02-07,1
2023-02-16,2
2023-02-17,3
2023-02-19,1
2023-02-20,5
2023-02-21,1
2023-02-23,1
2023-02-28,4
2023-03-01,1
2023-03-18,1
2023-03-19,1
2023-03-27,1
2023-04-01,1
2023-04-21,2
2023-05-04,1
2023-05-07,1
2023-05-18,7
2023-05-22,1
2023-06-13,3
2023-06-27,2
2023-07-13,1
2023-08-09,3
2023-08-13,1
2023-09-13,1
2023-10-23,1
2023-12-07,1
2023-12-15,1
