CaseDate,TotalApproved
2023-01-06,1
2023-01-09,1
2023-01-10,5
2023-01-11,99
2023-01-12,20
2023-01-13,4
2023-01-14,1
2023-01-15,2
2023-01-16,2
2023-01-17,2
2023-01-18,3
2023-01-20,1
2023-01-22,1
2023-01-23,1
2023-01-24,8
2023-01-25,15
2023-01-30,2
2023-02-01,2
2023-02-02,3
2023-02-05,2
2023-02-06,4
2023-02-07,3
2023-02-08,1
2023-02-15,4
2023-02-16,3
2023-02-17,2
2023-02-18,2
2023-02-19,3
2023-02-20,1
2023-02-24,1
2023-02-25,2
2023-02-27,1
2023-03-04,1
2023-03-10,1
2023-03-20,2
2023-03-29,1
2023-04-01,4
2023-04-15,1
2023-04-21,2
2023-04-26,1
2023-05-03,1
2023-05-13,1
2023-06-01,2
2023-06-11,7
2023-06-21,3
2023-06-26,1
2023-07-05,2
2023-07-07,3
2023-08-01,1
2023-08-10,1
2023-08-14,2
2023-09-19,1
2023-09-23,1
2023-09-26,2
2023-10-23,1
2023-11-14,1
2023-12-15,2
2023-12-22,2
2024-01-06,1
2024-01-22,1
2024-02-01,2
2024-02-03,2
