CaseDate,TotalApproved
2023-01-07,1
2023-01-08,1
2023-01-09,1
2023-01-10,26
2023-01-11,8
2023-01-13,4
2023-01-14,1
2023-01-17,2
2023-01-18,2
2023-01-20,2
2023-01-22,2
2023-01-23,1
2023-01-26,1
2023-01-28,6
2023-01-30,1
2023-02-01,1
2023-02-03,2
2023-02-07,1
2023-02-09,1
2023-02-10,5
2023-02-13,2
2023-02-15,3
2023-02-16,2
2023-02-18,1
2023-02-19,4
2023-02-21,3
2023-02-25,5
2023-02-27,1
2023-02-28,3
2023-03-03,3
2023-03-06,2
2023-03-10,4
2023-03-31,1
2023-04-03,2
2023-04-15,1
2023-05-15,2
2023-06-07,4
2023-06-13,1
2023-07-13,1
2023-07-22,1
2023-07-25,1
2023-08-20,2
2023-08-30,1
