CaseDate,TotalApproved
2023-01-08,2
2023-01-11,13
2023-01-12,2
2023-01-13,3
2023-01-14,2
2023-01-16,1
2023-01-18,1
2023-01-19,2
2023-01-20,1
2023-01-22,4
2023-01-23,1
2023-01-24,1
2023-01-28,1
2023-01-29,1
2023-01-30,2
2023-02-02,3
2023-02-05,1
2023-02-06,1
2023-02-08,1
2023-02-09,2
2023-02-15,4
2023-02-16,2
2023-02-17,4
2023-02-18,5
2023-02-22,4
2023-02-27,1
2023-03-02,1
2023-03-06,2
2023-03-17,1
2023-04-01,1
2023-05-01,1
2023-05-20,3
2023-06-30,1
2023-07-06,1
2023-07-09,1
2023-07-10,2
2023-08-21,1
2023-09-30,1
2023-10-01,1
2023-11-01,1
