CaseDate,TotalApproved
2023-01-07,1
2023-01-12,1
2023-01-15,7
2023-01-16,89
2023-01-17,16
2023-01-18,3
2023-01-20,1
2023-01-20,2
2023-01-25,1
2023-01-27,2
2023-01-31,1
2023-02-01,3
2023-02-02,1
2023-02-05,1
2023-02-12,2
2023-02-13,1
2023-02-21,2
2023-02-24,2
2023-02-27,1
2023-02-28,1
2023-03-03,1
2023-03-08,1
2023-03-19,2
2023-04-02,1
2023-04-09,1
2023-04-12,1
2023-04-21,1
2023-05-04,1
2023-05-07,1
2023-05-23,1
2023-06-02,1
2023-06-08,1
2023-07-23,1
2023-08-09,1
2023-09-21,1
2023-10-04,4
2023-11-20,1
2023-12-03,1
2023-12-04,1
2024-01-06,1
2024-02-27,1
2024-03-24,2
2024-04-08,1
2024-05-15,1
2024-06-05,1
