CaseDate,TotalApproved
2023-01-06,3
2023-01-07,2
2023-01-08,3
2023-01-09,4
2023-01-10,22
2023-01-11,7
2023-01-12,2
2023-01-13,9
2023-01-14,1
2023-01-15,6
2023-01-16,2
2023-01-18,1
2023-01-21,1
2023-01-22,1
2023-01-23,4
2023-01-24,1
2023-01-25,1
2023-01-26,2
2023-01-27,14
2023-01-28,4
2023-01-29,3
2023-01-31,1
2023-02-05,1
2023-02-10,2
2023-02-11,1
2023-02-19,1
2023-02-24,2
2023-03-01,1
2023-03-03,1
2023-03-04,1
2023-03-05,2
2023-03-08,1
2023-03-17,1
2023-03-23,1
2023-04-07,1
2023-04-13,1
2023-04-16,1
2023-04-17,2
2023-04-26,3
2023-05-13,1
2023-05-24,1
2023-05-25,1
2023-05-26,2
2023-05-29,1
2023-05-30,1
