CaseDate,TotalApproved
2023-01-07,2
2023-01-09,3
2023-01-11,1
2023-01-13,4
2023-01-14,139
2023-01-15,10
2023-01-16,6
2023-01-17,5
2023-01-18,3
2023-01-19,3
2023-01-20,2
2023-01-22,2
2023-01-23,4
2023-01-27,2
2023-01-28,3
2023-01-29,2
2023-01-30,1
2023-01-31,2
2023-02-04,2
2023-02-05,1
2023-02-06,1
2023-02-08,1
2023-02-09,1
2023-02-12,1
2023-02-14,3
2023-02-18,1
2023-02-20,2
2023-02-25,3
2023-03-02,3
2023-03-07,3
2023-03-10,1
2023-03-21,2
2023-03-22,1
2023-03-29,1
2023-04-10,2
2023-04-17,2
2023-05-01,2
2023-05-12,2
2023-05-16,2
2023-05-17,6
2023-05-18,2
2023-05-19,1
2023-05-27,1
2023-06-10,1
2023-06-20,1
2023-07-03,2
2023-07-14,1
2023-08-06,2
2023-08-22,1
2023-08-23,1
2023-09-14,2
2023-09-19,1
2023-09-23,1
2023-09-25,1
2023-09-30,2
2023-10-06,1
2023-10-19,1
2023-10-21,1
2023-10-25,4
2023-11-03,1
2023-11-20,1
2023-11-21,1
2023-12-13,2
2023-12-25,1
2024-01-07,1
2024-01-11,3
2024-01-14,1
2024-01-30,1
2024-02-16,2
2024-03-14,1
2024-03-30,1
2024-04-07,2
2024-04-18,2
