CaseDate,TotalApproved
2023-01-08,1
2023-01-11,2
2023-01-12,9
2023-01-13,5
2023-01-14,1
2023-01-15,4
2023-01-18,1
2023-01-19,8
2023-01-21,6
2023-01-23,4
2023-01-26,2
2023-01-29,1
2023-02-02,2
2023-02-04,2
2023-02-05,1
2023-02-10,2
2023-02-20,2
2023-03-03,4
2023-03-04,4
2023-03-08,5
2023-03-09,2
2023-03-13,6
2023-03-20,1
2023-04-01,1
2023-04-14,3
2023-04-21,1
2023-05-04,1
2023-05-11,1
2023-05-24,2
2023-06-20,3
2023-06-27,1
2023-07-08,3
2023-07-13,1
2023-07-14,1
2023-08-27,2
2023-09-24,1
2023-10-22,1
2023-11-03,1
