CaseDate,TotalApproved
2023-01-06,7
2023-01-07,1
2023-01-08,1
2023-01-10,1
2023-01-11,10
2023-01-12,121
2023-01-13,1
2023-01-15,1
2023-01-16,4
2023-01-18,1
2023-01-19,1
2023-01-20,1
2023-01-23,1
2023-01-25,5
2023-01-30,1
2023-02-05,1
2023-02-06,1
2023-02-15,1
2023-02-19,3
2023-02-23,4
2023-02-28,1
2023-03-03,2
2023-03-12,2
2023-03-13,1
2023-03-16,2
2023-04-01,2
2023-04-16,1
2023-04-21,1
2023-05-03,1
2023-05-07,1
2023-05-29,1
2023-06-06,1
2023-06-20,1
2023-07-20,2
2023-08-07,1
2023-09-27,2
2023-10-20,1
2023-11-26,1
2023-12-16,1
