CaseDate,TotalApproved
2023-01-07,1
2023-01-09,1
2023-01-10,9
2023-01-11,8
2023-01-12,5
2023-01-13,2
2023-01-14,1
2023-01-15,2
2023-01-16,2
2023-01-19,3
2023-01-20,1
2023-01-22,2
2023-01-24,1
2023-01-27,3
2023-01-28,1
2023-01-29,1
2023-01-31,9
2023-02-03,3
2023-02-06,6
2023-02-07,1
2023-02-12,3
2023-02-14,2
2023-02-18,3
2023-02-22,2
2023-02-24,7
2023-02-25,1
2023-02-27,1
2023-03-01,3
2023-03-04,1
2023-03-08,1
2023-03-10,1
2023-03-15,1
2023-03-25,1
2023-03-28,1
2023-04-01,1
2023-04-05,1
2023-04-12,1
2023-04-20,1
2023-04-26,1
2023-05-10,1
2023-05-17,2
2023-05-23,1
2023-05-30,3
2023-05-31,1
2023-06-02,1
