CaseDate,TotalApproved
2023-01-08,2
2023-01-09,4
2023-01-10,13
2023-01-11,6
2023-01-12,1
2023-01-13,2
2023-01-14,5
2023-01-15,6
2023-01-16,9
2023-01-17,7
2023-01-20,2
2023-01-21,2
2023-01-24,4
2023-01-25,3
2023-01-26,1
2023-01-28,5
2023-01-30,3
2023-02-04,2
2023-02-14,3
2023-02-16,1
2023-02-17,1
2023-02-24,1
2023-03-04,4
2023-03-09,2
2023-03-28,1
2023-04-01,4
2023-04-02,8
2023-04-09,1
2023-04-14,2
2023-05-09,2
2023-05-13,3
2023-05-28,1
2023-06-10,2
2023-06-14,2
2023-06-21,1
2023-07-21,2
2023-08-15,8
