CaseDate,TotalApproved
2023-01-06,2
2023-01-09,2
2023-01-11,3
2023-01-13,3
2023-01-14,3
2023-01-18,4
2023-01-19,1
2023-01-20,2
2023-01-23,2
2023-01-24,3
2023-01-27,10
2023-01-28,4
2023-01-30,4
2023-01-31,2
2023-02-02,3
2023-02-04,4
2023-02-11,5
2023-02-14,2
2023-02-17,1
2023-02-19,2
2023-02-22,8
2023-02-23,2
2023-02-27,1
2023-03-06,2
2023-03-11,1
2023-03-17,4
2023-03-28,1
2023-03-31,1
2023-04-07,1
2023-04-21,1
2023-04-23,3
2023-04-29,1
2023-05-03,1
2023-05-12,3
2023-05-23,1
2023-06-02,1
2023-06-06,1
2023-06-09,2
