CaseDate,TotalApproved
2023-01-06,1
2023-01-07,2
2023-01-08,3
2023-01-09,30
2023-01-10,96
2023-01-11,7
2023-01-12,1
2023-01-13,2
2023-01-14,3
2023-01-15,1
2023-01-16,1
2023-01-17,2
2023-01-18,1
2023-01-19,1
2023-01-20,1
2023-01-21,1
2023-01-22,1
2023-01-26,5
2023-01-29,1
2023-01-30,1
2023-01-31,1
2023-02-01,2
2023-02-06,2
2023-02-08,1
2023-02-09,1
2023-02-10,1
2023-02-12,4
2023-02-13,1
2023-02-14,1
2023-02-15,3
2023-02-16,2
2023-02-17,2
2023-02-19,1
2023-02-20,1
2023-02-21,2
2023-02-24,3
2023-02-25,1
2023-02-27,1
2023-02-28,1
2023-03-02,1
2023-03-05,2
2023-03-06,4
2023-03-10,1
2023-03-12,3
2023-03-14,1
2023-03-17,1
2023-03-21,2
2023-03-23,1
2023-03-26,1
2023-03-27,2
2023-03-29,1
2023-04-02,1
2023-04-11,1
2023-04-25,3
