CaseDate,TotalApproved
2023-01-08,1
2023-01-10,4
2023-01-11,2
2023-01-13,21
2023-01-14,117
2023-01-15,9
2023-01-16,4
2023-01-17,3
2023-01-20,7
2023-01-22,1
2023-01-23,2
2023-01-25,1
2023-01-26,1
2023-01-28,2
2023-01-31,6
2023-02-01,1
2023-02-04,1
2023-02-06,1
2023-02-11,2
2023-02-14,3
2023-02-16,1
2023-02-18,2
2023-02-20,4
2023-02-22,6
2023-02-24,5
2023-02-26,1
2023-03-02,2
2023-03-07,1
2023-03-15,1
2023-03-22,1
2023-03-28,1
2023-04-04,2
2023-04-22,1
2023-04-29,3
2023-05-11,1
2023-05-18,1
2023-05-30,1
2023-06-08,1
2023-06-21,1
2023-07-06,1
2023-07-16,2
2023-07-31,1
2023-08-01,1
2023-08-19,1
2023-09-20,2
2023-10-26,4
2023-11-20,1
2023-11-21,1
2023-12-14,1
2024-01-21,3
