CaseDate,TotalApproved
2023-01-09,1
2023-01-14,3
2023-01-15,73
2023-01-16,42
2023-01-17,2
2023-01-18,5
2023-01-19,2
2023-01-22,1
2023-01-23,1
2023-01-25,1
2023-01-26,1
2023-01-27,1
2023-02-05,1
2023-02-16,2
2023-02-17,5
2023-02-19,1
2023-02-22,1
2023-03-03,1
2023-03-17,1
2023-03-19,2
2023-04-02,3
2023-04-12,1
2023-04-16,1
2023-04-24,1
2023-04-29,1
2023-05-07,3
2023-05-18,1
2023-06-01,1
2023-06-19,1
2023-06-26,2
2023-07-12,4
2023-08-15,1
2023-10-19,1
2023-09-04,1
2023-11-22,1
2023-11-23,1
2023-12-05,1
2024-01-20,1
2024-01-25,1
2024-01-27,1
2024-02-11,1
2024-03-21,1
2024-05-05,2
2024-05-19,2
