CaseDate,TotalApproved
2023-01-09,2
2023-01-11,3
2023-01-12,1
2023-01-13,2
2023-01-14,64
2023-01-15,43
2023-01-16,2
2023-01-17,1
2023-01-18,5
2023-01-19,3
2023-01-20,4
2023-01-21,3
2023-01-22,1
2023-01-23,6
2023-01-25,4
2023-01-26,1
2023-01-30,1
2023-02-01,1
2023-02-02,1
2023-02-03,1
2023-02-04,1
2023-02-05,1
2023-02-07,2
2023-02-18,3
2023-02-20,4
2023-03-12,3
2023-03-15,2
2023-03-23,2
2023-04-19,2
2023-05-24,2
2023-06-25,2
2023-08-15,1
2023-08-24,1
2023-09-02,2
2023-10-27,1
2023-11-02,1
2023-11-15,2
2023-12-01,1
2024-01-12,1
2024-02-27,1
2024-03-08,1
2024-04-03,1
