CaseDate,TotalApproved
2023-01-07,1
2023-01-10,41
2023-01-11,20
2023-01-12,4
2023-01-13,1
2023-01-14,2
2023-01-15,1
2023-01-16,5
2023-01-17,3
2023-01-20,2
2023-01-21,5
2023-01-23,3
2023-01-24,3
2023-01-25,1
2023-01-28,3
2023-01-29,1
2023-02-01,3
2023-02-02,7
2023-02-03,4
2023-02-05,5
2023-02-06,4
2023-02-08,1
2023-02-14,2
2023-02-16,10
2023-02-17,2
2023-02-19,2
2023-02-20,2
2023-02-26,3
2023-02-28,3
2023-03-02,2
2023-03-07,2
2023-03-17,1
2023-04-04,3
2023-04-05,3
2023-04-08,2
2023-04-14,2
2023-04-24,1
2023-04-25,1
2023-05-01,3
2023-05-20,3
2023-06-11,2
2023-06-12,3
2023-07-29,4
