CaseDate,TotalApproved
2023-01-10,28
2023-01-11,11
2023-01-12,4
2023-01-13,19
2023-01-14,1
2023-01-15,4
2023-01-16,2
2023-01-19,4
2023-01-20,1
2023-01-24,2
2023-01-25,1
2023-01-26,4
2023-01-27,4
2023-01-30,2
2023-02-01,1
2023-02-09,3
2023-02-11,5
2023-02-18,2
2023-02-19,2
2023-02-20,2
2023-02-28,3
2023-03-11,3
2023-03-20,4
2023-03-21,1
2023-04-05,1
2023-04-10,3
2023-04-30,1
2023-05-01,1
2023-05-13,1
2023-05-30,1
2023-06-05,1
2023-06-23,1
2023-06-26,1
2023-07-13,1
2023-08-09,1
2023-09-01,1
2023-09-20,5
2023-10-01,1
