CaseDate,TotalApproved
2023-01-06,1
2023-01-08,1
2023-01-09,3
2023-01-10,21
2023-01-11,18
2023-01-12,8
2023-01-13,2
2023-01-14,5
2023-01-17,2
2023-01-18,5
2023-01-19,3
2023-01-20,1
2023-01-25,4
2023-01-26,1
2023-01-27,7
2023-01-28,1
2023-01-29,1
2023-01-30,1
2023-02-03,2
2023-02-04,3
2023-02-09,2
2023-02-10,1
2023-02-12,1
2023-02-13,3
2023-02-14,2
2023-02-19,1
2023-02-22,4
2023-02-24,1
2023-02-25,2
2023-02-27,1
2023-03-03,3
2023-03-13,4
2023-03-24,3
2023-04-01,1
2023-04-05,1
2023-04-12,1
2023-04-28,1
2023-05-03,2
2023-05-17,2
2023-05-26,1
2023-06-08,2
2023-06-21,4
2023-06-27,1
