CaseDate,TotalApproved
2023-01-10,29
2023-01-11,6
2023-01-12,3
2023-01-13,4
2023-01-14,4
2023-01-16,2
2023-01-18,5
2023-01-19,4
2023-01-20,7
2023-01-21,1
2023-01-23,9
2023-01-24,2
2023-01-25,8
2023-01-27,13
2023-01-28,2
2023-01-30,3
2023-02-02,5
2023-02-04,13
2023-02-05,1
2023-02-06,2
2023-02-11,1
2023-02-14,3
2023-02-16,4
2023-02-17,1
2023-02-21,4
2023-02-23,2
2023-02-24,9
2023-02-25,1
2023-02-28,3
2023-03-03,1
2023-03-09,2
2023-03-13,3
2023-03-25,2
2023-03-30,1
2023-04-12,3
2023-05-07,4
2023-05-19,1
2023-05-27,1
2023-06-06,4
2023-06-20,1
2023-07-17,1
2023-07-20,2
2023-08-27,1
