CaseDate,TotalApproved
2023-01-07,1
2023-01-08,2
2023-01-10,21
2023-01-11,7
2023-01-13,2
2023-01-14,3
2023-01-15,5
2023-01-16,4
2023-01-17,3
2023-01-19,4
2023-01-20,1
2023-01-21,7
2023-01-23,3
2023-01-26,2
2023-01-27,3
2023-01-28,3
2023-01-29,4
2023-02-01,12
2023-02-03,1
2023-02-04,5
2023-02-06,2
2023-02-08,11
2023-02-10,3
2023-02-11,1
2023-02-12,4
2023-02-15,2
2023-02-18,4
2023-02-19,2
2023-02-20,3
2023-02-26,2
2023-03-03,2
2023-03-14,4
2023-03-18,3
2023-03-24,2
2023-03-27,2
2023-03-30,1
2023-04-05,2
2023-04-12,2
2023-05-11,2
2023-05-21,1
2023-05-27,2
2023-06-16,3
2023-06-24,3
2023-07-04,1
2023-07-11,1
2023-07-12,1
2023-07-31,1
2023-08-28,2
2023-09-24,3
2023-09-30,1
