CaseDate,TotalApproved
2023-01-08,1
2023-01-10,2
2023-01-11,99
2023-01-12,21
2023-01-13,6
2023-01-15,1
2023-01-16,2
2023-01-19,2
2023-01-21,1
2023-01-22,1
2023-01-23,2
2023-01-24,7
2023-01-25,19
2023-01-27,1
2023-01-28,2
2023-01-30,1
2023-02-03,2
2023-02-06,4
2023-02-07,3
2023-02-09,1
2023-02-14,2
2023-02-20,1
2023-02-24,3
2023-02-25,2
2023-02-27,1
2023-02-28,2
2023-03-07,1
2023-03-10,1
2023-03-27,1
2023-04-05,1
2023-04-12,1
2023-04-15,1
2023-04-20,4
2023-05-03,1
2023-05-07,2
2023-05-11,1
2023-05-16,1
2023-06-05,2
2023-06-24,1
2023-07-17,2
2023-09-22,1
2023-10-20,1
2023-11-29,1
2023-12-14,1
2023-12-18,3
2024-01-30,1
