CaseDate,TotalApproved
2023-01-06,4
2023-01-07,4
2023-01-09,15
2023-01-10,57
2023-01-11,22
2023-01-12,5
2023-01-13,6
2023-01-14,6
2023-01-15,1
2023-01-16,2
2023-01-17,2
2023-01-18,1
2023-01-19,1
2023-01-20,6
2023-01-22,2
2023-01-23,2
2023-01-24,1
2023-01-25,5
2023-01-26,2
2023-01-29,3
2023-02-01,1
2023-02-02,3
2023-02-06,1
2023-02-07,2
2023-02-09,3
2023-02-10,1
2023-02-11,2
2023-02-12,1
2023-02-13,4
2023-02-14,2
2023-02-17,5
2023-02-22,2
2023-02-23,2
2023-02-24,1
2023-02-26,3
2023-03-02,1
2023-03-06,4
2023-03-09,1
2023-03-12,2
2023-03-16,2
2023-03-21,2
2023-03-30,1
2023-03-31,3
2023-04-08,1
2023-04-19,1
2023-04-27,1
2023-04-28,1
2023-04-30,2
2023-05-02,3
2023-05-03,1
2023-05-05,1
2023-05-06,3
