CaseDate,TotalApproved
2023-01-06,2
2023-01-08,2
2023-01-10,5
2023-01-11,14
2023-01-13,4
2023-01-14,5
2023-01-15,6
2023-01-16,2
2023-01-17,4
2023-01-19,2
2023-01-22,1
2023-01-25,3
2023-01-30,2
2023-02-02,2
2023-02-03,1
2023-02-06,1
2023-02-07,3
2023-02-09,3
2023-02-10,1
2023-02-12,5
2023-02-16,3
2023-02-17,2
2023-03-03,1
2023-03-04,2
2023-03-09,4
2023-03-14,1
2023-03-28,2
2023-04-05,3
2023-04-15,4
2023-04-23,2
2023-05-04,2
2023-05-11,3
2023-05-26,5
2023-06-14,2
2023-06-18,1
2023-07-06,1
2023-07-07,1
2023-07-19,3
2023-08-11,1
2023-08-12,1
2023-09-15,1
2023-10-04,1
