CaseDate,TotalApproved
2023-01-06,1
2023-01-10,7
2023-01-11,13
2023-01-12,9
2023-01-13,8
2023-01-15,2
2023-01-16,4
2023-01-17,5
2023-01-19,1
2023-01-21,4
2023-01-24,3
2023-01-31,3
2023-02-14,1
2023-02-16,4
2023-02-17,2
2023-02-19,2
2023-02-20,3
2023-02-21,1
2023-02-22,3
2023-02-24,3
2023-02-25,2
2023-02-26,2
2023-02-28,1
2023-03-07,2
2023-03-08,3
2023-03-13,7
2023-03-20,3
2023-03-28,1
2023-04-10,1
2023-04-25,4
2023-04-28,1
2023-05-13,1
2023-05-23,2
2023-06-06,2
2023-06-07,1
2023-06-11,2
2023-06-17,1
2023-06-28,1
2023-06-30,4
2023-07-03,4
2023-07-06,1
2023-07-12,1
2023-07-20,1
2023-07-28,1
2023-07-30,5
2023-08-10,5
2023-09-07,4
2023-09-19,1
