CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-08,1
2023-01-10,34
2023-01-11,9
2023-01-12,2
2023-01-14,5
2023-01-15,3
2023-01-16,2
2023-01-19,2
2023-01-20,3
2023-01-21,2
2023-01-22,2
2023-01-25,4
2023-01-29,1
2023-01-30,3
2023-02-02,2
2023-02-03,5
2023-02-04,2
2023-02-05,3
2023-02-06,4
2023-02-09,2
2023-02-10,1
2023-02-13,1
2023-02-14,1
2023-02-18,2
2023-02-22,1
2023-02-24,2
2023-02-28,2
2023-03-03,4
2023-03-13,3
2023-03-29,1
2023-04-21,1
2023-04-28,2
2023-05-15,2
2023-05-23,1
2023-05-31,1
2023-06-18,3
2023-06-19,2
2023-07-03,2
2023-08-05,5
