CaseDate,TotalApproved
2023-01-10,1
2023-01-11,2
2023-01-13,6
2023-01-14,81
2023-01-15,12
2023-01-16,4
2023-01-20,1
2023-01-21,3
2023-01-22,2
2023-01-23,1
2023-01-24,1
2023-01-27,1
2023-01-31,1
2023-02-02,2
2023-02-05,1
2023-02-14,2
2023-02-18,1
2023-02-23,4
2023-02-25,3
2023-02-26,2
2023-03-05,2
2023-03-15,3
2023-03-20,4
2023-04-01,1
2023-04-05,1
2023-04-28,2
2023-05-03,1
2023-05-20,3
2023-06-06,2
2023-07-16,3
2023-08-17,1
2023-09-02,1
2023-11-06,1
2023-12-23,2
2024-01-22,1
2024-02-22,1
2024-03-06,1
