CaseDate,TotalApproved
2023-01-09,1
2023-01-11,2
2023-01-13,2
2023-01-14,25
2023-01-15,131
2023-01-16,8
2023-01-17,3
2023-01-18,4
2023-01-20,2
2023-01-21,2
2023-01-22,2
2023-01-23,1
2023-01-24,1
2023-01-25,5
2023-01-28,1
2023-01-31,1
2023-02-03,2
2023-02-14,1
2023-02-15,1
2023-02-19,3
2023-02-25,2
2023-03-02,1
2023-03-04,2
2023-03-16,4
2023-03-18,1
2023-03-23,1
2023-04-02,1
2023-04-16,2
2023-04-19,2
2023-05-04,1
2023-05-07,1
2023-05-22,1
2023-05-23,1
2023-06-13,1
2023-06-24,1
2023-07-11,1
2023-08-09,1
2023-09-29,1
2023-10-07,1
2023-10-14,1
2023-11-21,2
2023-12-18,1
2024-01-07,1
2024-01-13,1
2024-01-14,1
2024-02-04,1
2024-03-04,2
2024-03-14,1
2024-03-16,1
