CaseDate,TotalApproved
2023-01-06,1
2023-01-07,2
2023-01-09,3
2023-01-10,32
2023-01-11,1
2023-01-12,4
2023-01-13,7
2023-01-14,1
2023-01-15,3
2023-01-18,1
2023-01-19,3
2023-01-22,5
2023-01-25,6
2023-01-26,6
2023-01-28,8
2023-01-29,1
2023-02-02,3
2023-02-03,3
2023-02-05,3
2023-02-08,2
2023-02-10,1
2023-02-14,1
2023-02-15,1
2023-02-17,3
2023-02-18,3
2023-02-26,4
2023-02-28,2
2023-03-03,3
2023-03-22,1
2023-04-02,1
2023-04-20,3
2023-05-07,3
2023-06-23,1
2023-07-07,11
2023-07-13,1
2023-07-28,3
2023-08-01,2
2023-08-02,2
2023-08-05,2
2023-08-07,1
