CaseDate,TotalApproved
2023-01-06,1
2023-01-07,3
2023-01-08,1
2023-01-09,1
2023-01-10,4
2023-01-11,9
2023-01-12,3
2023-01-13,2
2023-01-14,6
2023-01-15,5
2023-01-16,1
2023-01-17,5
2023-01-18,2
2023-01-19,6
2023-01-20,8
2023-01-21,1
2023-01-22,2
2023-01-24,9
2023-01-25,5
2023-01-26,4
2023-01-27,2
2023-01-28,4
2023-01-29,3
2023-01-30,3
2023-01-31,1
2023-02-02,3
2023-02-05,2
2023-02-06,2
2023-02-07,8
2023-02-09,3
2023-02-10,4
2023-02-11,3
2023-02-12,3
2023-02-13,1
2023-02-14,2
2023-02-15,6
2023-02-16,3
2023-02-17,2
2023-02-18,1
2023-02-23,1
2023-02-25,2
2023-02-26,3
2023-03-02,1
2023-03-03,1
2023-03-05,1
2023-03-08,1
2023-03-09,2
2023-03-10,5
2023-03-17,1
2023-03-18,1
2023-03-29,1
2023-04-09,1
2023-04-13,3
2023-05-07,1
2023-05-22,1
2023-06-13,1
2023-06-21,2
2023-07-03,1
2023-07-12,8
2023-07-15,1
2023-07-25,1
2023-07-28,1
2023-08-17,1
2023-08-31,1
2023-09-11,2
2023-10-27,1
2023-11-10,1
2023-11-25,1
2024-01-01,1
