CaseDate,TotalApproved
2023-01-06,3
2023-01-09,2
2023-01-11,23
2023-01-12,1
2023-01-13,6
2023-01-14,2
2023-01-15,5
2023-01-17,4
2023-01-18,1
2023-01-19,4
2023-01-22,2
2023-01-25,1
2023-01-26,2
2023-01-28,2
2023-01-30,3
2023-02-04,1
2023-02-06,1
2023-02-07,3
2023-02-10,3
2023-02-13,1
2023-02-14,1
2023-02-18,3
2023-02-23,2
2023-02-26,1
2023-03-03,2
2023-03-11,3
2023-03-20,1
2023-03-25,3
2023-04-08,2
2023-04-24,1
2023-04-29,1
2023-05-08,1
2023-05-26,1
2023-06-02,2
2023-06-11,2
2023-06-18,1
2023-07-03,1
2023-07-11,1
2023-07-14,1
2023-07-24,3
2023-08-02,1
2023-08-21,1
2023-08-22,1
2023-09-24,1
2023-09-29,3
2023-10-02,2
2023-10-21,1
2023-11-11,1
