CaseDate,TotalApproved
2023-01-08,1
2023-01-11,1
2023-01-12,3
2023-01-13,12
2023-01-14,21
2023-01-15,6
2023-01-16,1
2023-01-20,2
2023-01-25,5
2023-01-26,1
2023-01-30,2
2023-02-06,1
2023-02-10,4
2023-02-17,1
2023-02-23,2
2023-02-24,1
2023-03-07,2
2023-03-13,1
2023-03-14,1
2023-03-22,1
2023-04-08,2
2023-04-14,3
2023-04-23,1
2023-05-08,1
2023-05-09,2
2023-05-10,2
2023-06-09,1
2023-07-08,3
2023-08-02,1
2023-08-03,1
2023-09-28,1
2023-10-22,1
2023-11-01,1
2023-12-08,2
2024-01-28,1
2024-02-03,1
2024-03-09,1
2024-04-06,1
