CaseDate,TotalApproved
2023-01-06,7
2023-01-09,1
2023-01-10,2
2023-01-11,2
2023-01-13,6
2023-01-14,1
2023-01-15,1
2023-01-16,5
2023-01-17,2
2023-01-20,2
2023-01-22,1
2023-01-25,7
2023-01-26,1
2023-01-27,1
2023-01-28,1
2023-01-29,1
2023-01-30,1
2023-02-03,1
2023-02-04,4
2023-02-07,1
2023-02-08,1
2023-02-12,1
2023-02-13,1
2023-02-15,1
2023-02-16,2
2023-02-18,3
2023-02-23,6
2023-02-25,1
2023-03-02,2
2023-03-10,1
2023-03-13,1
2023-03-20,2
2023-03-27,1
2023-04-08,2
2023-04-16,2
2023-04-29,1
2023-05-01,1
2023-05-24,2
2023-06-05,1
2023-07-16,1
2023-07-17,1
2023-07-28,2
2023-07-30,1
2023-08-04,2
2023-08-05,1
2023-08-06,4
2023-09-04,1
2023-09-21,1
2023-10-12,1
2023-11-14,1
2023-01-04,1
