CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-08,3
2023-01-09,14
2023-01-10,103
2023-01-11,25
2023-01-12,10
2023-01-13,5
2023-01-14,6
2023-01-15,2
2023-01-16,3
2023-01-17,5
2023-01-19,6
2023-01-20,2
2023-01-22,7
2023-01-23,2
2023-01-24,2
2023-01-25,1
2023-01-26,8
2023-01-27,9
2023-01-28,2
2023-01-30,2
2023-01-31,6
2023-02-03,4
2023-02-05,2
2023-02-09,1
2023-02-10,1
2023-02-11,2
2023-02-12,3
2023-02-18,2
2023-02-25,2
2023-02-26,2
2023-02-27,5
2023-03-03,1
2023-03-05,4
2023-03-11,2
2023-03-14,2
2023-03-18,2
2023-03-22,4
2023-03-25,2
2023-03-27,2
2023-03-30,7
2023-04-03,2
2023-04-08,1
2023-04-18,4
2023-04-26,3
2023-04-29,2
2023-05-06,1
2023-05-08,1
2023-05-09,1
