CaseDate,TotalApproved
2023-01-07,1
2023-01-08,1
2023-01-10,3
2023-01-11,10
2023-01-12,11
2023-01-13,4
2023-01-15,1
2023-01-18,2
2023-01-19,3
2023-01-22,3
2023-01-25,4
2023-01-27,8
2023-01-30,1
2023-01-31,2
2023-02-01,7
2023-02-02,4
2023-02-03,3
2023-02-07,4
2023-02-11,2
2023-02-12,1
2023-02-16,5
2023-02-20,8
2023-02-21,2
2023-02-28,1
2023-03-03,1
2023-03-20,2
2023-04-04,3
2023-04-19,1
2023-05-11,1
2023-05-25,1
2023-06-10,1
2023-06-14,2
2023-06-26,2
2023-07-03,1
2023-07-08,2
2023-07-12,5
2023-07-14,2
2023-07-17,3
2023-07-27,1
2023-08-14,1
2023-08-15,1
2023-08-16,3
2023-08-17,2
2023-09-02,1
2023-09-24,1
2023-10-10,1
2023-10-16,1
2023-10-20,1
2023-10-26,1
2023-10-28,1
2023-11-01,1
2023-11-18,1
2023-12-07,2
2023-12-15,1
2023-12-29,1
