CaseDate,TotalApproved
2023-01-06,2
2023-01-07,4
2023-01-08,3
2023-01-09,5
2023-01-10,7
2023-01-11,3
2023-01-12,2
2023-01-16,5
2023-01-18,7
2023-01-21,3
2023-01-23,3
2023-01-24,6
2023-01-27,3
2023-01-28,3
2023-01-29,2
2023-01-31,2
2023-02-02,2
2023-02-03,1
2023-02-05,2
2023-02-09,4
2023-02-20,1
2023-02-27,5
2023-02-28,3
2023-03-11,1
2023-03-24,2
2023-04-01,1
2023-04-02,2
2023-04-11,6
2023-05-11,1
2023-05-20,1
2023-05-30,2
2023-06-02,1
2023-06-03,1
2023-06-13,2
2023-06-19,4
2023-07-01,1
2023-07-18,4
