CaseDate,TotalApproved
2023-01-07,1
2023-01-09,1
2023-01-11,2
2023-01-12,21
2023-01-13,168
2023-01-14,21
2023-01-15,9
2023-01-16,3
2023-01-17,11
2023-01-18,2
2023-01-19,4
2023-01-21,2
2023-01-23,1
2023-01-24,1
2023-01-26,4
2023-01-31,2
2023-02-03,4
2023-02-04,4
2023-02-05,6
2023-02-06,2
2023-02-10,1
2023-02-13,2
2023-02-15,1
2023-02-16,3
2023-02-18,3
2023-02-21,3
2023-02-24,3
2023-03-03,1
2023-03-07,2
2023-03-11,2
2023-03-27,2
2023-03-31,1
2023-04-05,1
2023-04-17,2
2023-04-18,3
2023-05-08,2
2023-06-15,1
2023-07-11,1
2023-07-18,5
2023-07-31,2
2023-08-01,1
2023-08-21,1
2023-09-13,1
2023-09-14,1
2023-10-04,2
2023-11-15,1
2023-11-16,1
2023-12-21,2
2024-01-01,1
2024-02-15,1
2024-03-26,1
