CaseDate,TotalApproved
2023-01-09,1
2023-01-10,2
2023-01-11,1
2023-01-12,3
2023-01-13,10
2023-01-14,77
2023-01-15,5
2023-01-16,3
2023-01-19,1
2023-01-24,1
2023-01-25,1
2023-01-27,1
2023-02-05,1
2023-02-12,1
2023-02-22,6
2023-02-23,1
2023-02-25,2
2023-03-05,1
2023-03-16,2
2023-03-22,2
2023-03-30,1
2023-04-05,2
2023-04-09,1
2023-04-19,1
2023-05-05,3
2023-05-16,2
2023-05-17,1
2023-06-09,2
2023-07-13,2
2023-07-25,1
2023-08-12,1
2023-09-08,1
2023-09-27,1
2023-10-08,1
2023-11-01,1
2023-12-19,1
2024-01-10,2
2024-02-17,2
2024-03-23,1
2024-04-04,1
