CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-10,1
2023-01-12,4
2023-01-13,113
2023-01-14,16
2023-01-15,1
2023-01-16,11
2023-01-18,2
2023-01-20,1
2023-01-23,2
2023-01-24,2
2023-01-26,4
2023-01-27,5
2023-01-28,6
2023-01-29,1
2023-01-31,1
2023-02-04,3
2023-02-05,4
2023-02-06,1
2023-02-10,1
2023-02-13,1
2023-02-22,1
2023-02-25,1
2023-03-02,1
2023-03-05,2
2023-04-05,1
2023-04-19,1
2023-04-28,3
2023-05-03,1
2023-06-19,1
2023-07-16,2
2023-08-31,1
2023-09-01,1
2023-10-08,1
2023-11-05,2
2023-12-18,3
2024-01-25,1
