CaseDate,TotalApproved
2023-01-10,10
2023-01-11,18
2023-01-12,7
2023-01-13,1
2023-01-14,3
2023-01-17,2
2023-01-19,4
2023-01-21,2
2023-01-22,1
2023-01-26,3
2023-01-30,1
2023-01-31,1
2023-02-02,5
2023-02-04,2
2023-02-08,1
2023-02-11,2
2023-02-14,1
2023-02-15,2
2023-02-16,2
2023-02-20,3
2023-02-23,1
2023-02-28,1
2023-03-05,2
2023-03-15,2
2023-03-23,4
2023-03-25,1
2023-03-31,1
2023-04-10,2
2023-04-25,2
2023-05-07,4
2023-05-24,1
2023-06-07,1
2023-06-25,1
2023-07-08,4
2023-07-19,1
2023-08-09,1
2023-09-21,1
2023-10-02,2
