CaseDate,TotalApproved
2023-01-06,11
2023-01-07,1
2023-01-08,5
2023-01-09,3
2023-01-10,27
2023-01-11,15
2023-01-12,4
2023-01-13,7
2023-01-14,2
2023-01-15,5
2023-01-16,2
2023-01-17,1
2023-01-18,9
2023-01-19,5
2023-01-20,2
2023-01-21,1
2023-01-22,2
2023-01-25,2
2023-01-26,4
2023-01-27,1
2023-01-28,1
2023-01-29,3
2023-01-31,2
2023-02-03,1
2023-02-06,1
2023-02-09,2
2023-02-24,2
2023-03-01,2
2023-03-09,3
2023-03-26,3
2023-04-04,4
2023-04-08,2
2023-05-04,2
2023-05-15,3
2023-05-30,2
2023-06-05,1
2023-06-21,3
2023-07-01,1
2023-07-02,1
