CaseDate,TotalApproved
2023-01-08,1
2023-01-09,1
2023-01-10,19
2023-01-11,12
2023-01-12,17
2023-01-13,19
2023-01-14,8
2023-01-15,7
2023-01-16,3
2023-01-17,1
2023-01-18,4
2023-01-19,1
2023-01-20,1
2023-01-21,2
2023-01-22,5
2023-01-24,2
2023-01-25,3
2023-01-26,1
2023-01-27,11
2023-01-28,4
2023-01-29,1
2023-01-30,1
2023-01-31,2
2023-02-01,2
2023-02-02,3
2023-02-03,6
2023-02-04,6
2023-02-05,1
2023-02-06,1
2023-02-08,1
2023-02-11,1
2023-02-13,3
2023-02-14,3
2023-02-15,2
2023-02-16,6
2023-02-17,3
2023-02-21,1
2023-02-22,1
2023-02-23,3
2023-02-28,3
2023-03-03,1
2023-03-06,5
2023-03-11,3
2023-03-15,1
2023-03-20,2
2023-03-24,4
2023-04-02,7
2023-04-04,9
2023-04-11,1
2023-04-12,1
2023-04-13,4
2023-04-14,1
2023-04-17,2
2023-05-20,1
2023-05-23,3
2023-05-24,2
2023-05-26,2
2023-05-27,4
2023-05-28,1
2023-05-30,3
