CaseDate,TotalApproved
2023-01-06,5
2023-01-07,1
2023-01-08,1
2023-01-09,2
2023-01-10,3
2023-01-11,38
2023-01-12,4
2023-01-14,1
2023-01-16,4
2023-01-17,1
2023-01-18,3
2023-01-19,2
2023-01-20,1
2023-01-22,2
2023-01-25,3
2023-01-26,4
2023-01-29,3
2023-01-30,4
2023-01-31,1
2023-02-02,1
2023-02-10,2
2023-02-16,6
2023-02-18,3
2023-02-23,2
2023-02-26,3
2023-03-11,4
2023-03-19,1
2023-03-28,1
2023-04-06,3
2023-04-07,2
2023-04-08,2
2023-05-01,1
2023-05-15,3
2023-05-20,1
2023-06-01,4
2023-06-04,4
2023-06-13,2
2023-06-18,1
2023-06-30,1
2023-07-15,6
2023-07-17,7
2023-07-18,1
2023-07-20,1
2023-08-05,1
2023-08-16,1
2023-09-18,2
2023-10-09,1
2023-10-12,3
2023-11-07,1
2023-11-28,1
