CaseDate,TotalApproved
2023-01-06,1
2023-01-08,1
2023-01-10,9
2023-01-11,42
2023-01-13,2
2023-01-15,2
2023-01-16,3
2023-01-20,2
2023-01-23,1
2023-01-25,1
2023-01-31,1
2023-02-04,2
2023-02-07,1
2023-02-11,1
2023-02-16,1
2023-02-21,1
2023-02-23,2
2023-02-28,2
2023-03-08,1
2023-03-11,1
2023-03-22,6
2023-03-30,1
2023-04-01,1
2023-04-15,2
2023-04-26,1
2023-04-30,1
2023-05-05,2
2023-05-13,1
2023-05-26,1
2023-06-07,3
2023-06-26,1
2023-07-09,2
2023-07-23,1
2023-07-24,1
2023-08-03,1
2023-09-09,1
2023-09-27,2
2023-10-03,1
