CaseDate,TotalApproved
2023-01-09,1
2023-01-13,1
2023-01-16,2
2023-01-17,53
2023-01-18,8
2023-01-19,3
2023-01-21,1
2023-01-24,2
2023-01-28,1
2023-02-01,1
2023-02-07,1
2023-02-09,2
2023-02-11,3
2023-02-21,1
2023-02-22,1
2023-02-27,1
2023-03-08,1
2023-03-12,1
2023-03-14,1
2023-03-31,1
2023-04-02,1
2023-04-15,1
2023-04-19,1
2023-04-21,1
2023-04-23,4
2023-05-05,1
2023-05-17,4
2023-05-25,1
2023-05-26,1
2023-06-02,1
2023-06-10,1
2023-07-09,3
2023-07-14,1
2023-08-04,1
2023-09-19,1
2023-09-27,1
2023-10-09,1
2023-10-12,1
2023-10-16,1
2023-11-06,1
2023-11-18,1
2023-12-22,1
2023-12-26,1
2024-03-28,1
2024-04-26,3
2024-05-14,1
2024-06-02,1
