CaseDate,TotalApproved
2023-01-06,2
2023-01-07,3
2023-01-08,1
2023-01-09,2
2023-01-10,5
2023-01-11,12
2023-01-12,148
2023-01-13,16
2023-01-14,2
2023-01-15,2
2023-01-16,1
2023-01-17,2
2023-01-18,1
2023-01-19,3
2023-01-21,2
2023-01-22,1
2023-01-24,2
2023-01-25,2
2023-01-26,3
2023-01-27,3
2023-01-29,2
2023-01-30,1
2023-02-02,2
2023-02-05,5
2023-02-09,2
2023-02-10,1
2023-02-15,1
2023-02-23,2
2023-02-28,1
2023-03-06,3
2023-03-10,4
2023-03-18,1
2023-04-09,2
2023-04-19,2
2023-05-15,1
2023-05-21,1
2023-06-05,2
2023-08-05,2
2023-08-23,1
2023-09-01,3
2023-09-02,1
2023-09-14,4
2023-10-06,2
2023-10-18,1
2023-11-09,1
2023-11-28,1
2023-11-30,1
2023-12-12,2
2023-12-29,1
2023-12-30,1
2023-12-31,1
2023-02-20,1
2023-03-04,2
