CaseDate,TotalApproved
2023-01-06,3
2023-01-10,13
2023-01-11,75
2023-01-12,7
2023-01-14,1
2023-01-15,1
2023-01-19,6
2023-01-20,3
2023-01-22,1
2023-01-26,4
2023-01-27,2
2023-01-28,5
2023-01-31,2
2023-02-01,1
2023-02-02,1
2023-02-04,1
2023-02-06,7
2023-02-07,1
2023-02-14,1
2023-02-16,1
2023-02-18,1
2023-02-20,1
2023-02-27,1
2023-02-28,3
2023-03-09,1
2023-03-15,5
2023-03-26,1
2023-03-31,2
2023-04-08,1
2023-04-16,1
2023-05-07,2
2023-05-24,1
2023-05-26,1
2023-05-31,1
2023-06-21,3
2023-07-13,2
2023-07-26,1
2023-08-11,1
2023-08-22,2
2023-09-11,1
2023-09-30,1
2023-10-08,1
