CaseDate,TotalApproved
2023-01-06,4
2023-01-07,2
2023-01-08,2
2023-01-09,4
2023-01-10,3
2023-01-12,3
2023-01-13,3
2023-01-15,6
2023-01-18,1
2023-01-19,12
2023-01-27,2
2023-01-28,1
2023-02-02,4
2023-02-03,2
2023-02-06,1
2023-02-07,1
2023-02-12,4
2023-02-14,9
2023-02-15,4
2023-02-16,3
2023-02-20,1
2023-03-02,3
2023-03-07,1
2023-03-11,3
2023-03-25,2
2023-04-02,1
2023-04-04,1
2023-04-10,1
2023-04-17,1
2023-04-26,1
2023-04-27,1
2023-05-01,1
2023-05-10,2
2023-05-22,2
2023-05-26,1
2023-05-27,1
2023-05-31,3
2023-06-01,2
