CaseDate,TotalApproved
2023-01-08,1
2023-01-14,1
2023-01-15,1
2023-01-16,2
2023-01-17,59
2023-01-18,6
2023-01-19,1
2023-01-20,2
2023-01-22,1
2023-01-24,2
2023-01-28,1
2023-01-31,1
2023-02-04,6
2023-02-05,2
2023-02-08,1
2023-02-19,2
2023-02-23,1
2023-03-03,2
2023-03-09,1
2023-03-26,1
2023-04-02,2
2023-04-14,1
2023-05-12,1
2023-05-17,1
2023-05-31,1
2023-06-04,1
2023-07-04,1
2023-07-31,1
2023-08-02,1
2023-09-01,1
2023-10-23,1
2023-11-01,3
2023-12-01,2
2024-01-12,1
2024-03-17,2
2024-04-16,2
2024-04-18,4
2024-05-11,1
2024-06-20,1
