CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-09,1
2023-01-10,5
2023-01-11,8
2023-01-12,3
2023-01-13,4
2023-01-14,2
2023-01-16,2
2023-01-18,1
2023-01-20,2
2023-01-23,3
2023-01-26,2
2023-01-28,4
2023-02-04,3
2023-02-08,1
2023-02-11,1
2023-02-20,1
2023-02-22,1
2023-03-02,1
2023-03-13,2
2023-04-09,1
2023-04-21,1
2023-04-22,1
2023-04-23,1
2023-05-06,2
2023-05-19,1
2023-05-30,1
2023-06-03,2
2023-06-21,1
2023-07-10,3
2023-07-14,3
2023-07-20,1
2023-08-07,1
2023-08-10,2
2023-09-03,1
2023-09-06,1
2023-09-09,1
2023-10-23,1
2023-11-01,1
